Total Land Area (acres),Number of Cows,Farm Size,Date,Product ID,Product Name,Brand,Quantity (liters/kg),Price per Unit,Total Value,Storage Condition,Production Date,Expiration Date,Quantity Sold (liters/kg),Price per Unit (sold),Approx. Total Revenue(INR),Customer Location,Sales Channel
485.43,32,Large,23-05-2020,8,Buttermilk,Amul,695.69,80.4,55933.476,Refrigerated,07-04-2020,17-04-2020,304,78.42,23839.68,Bihar,Wholesale
372.28,50,Large,01-06-2019,3,Cheese,Passion Cheese,845.41,47.2,39903.352,Frozen,22-05-2019,26-07-2019,371,49.08,18208.68,Delhi,Retail
207.52,52,Medium,21-01-2020,2,Butter,Warana,555.48,97.83,54342.6084,Frozen,19-01-2020,21-02-2020,10,101.06,1010.6,Haryana,Retail
473.53,86,Large,14-02-2021,6,Curd,Mother Dairy,777.2,23.68,18404.096,Refrigerated,10-02-2021,17-02-2021,224,23.98,5371.52,Bihar,Online
989.62,10,Large,28-07-2021,1,Milk,Mother Dairy,516.71,46.39,23970.1769,Tetra Pack,03-06-2021,25-06-2021,313,48.17,15077.21,Delhi,Retail
534.63,32,Large,28-08-2021,7,Lassi,Raj,68.86,90.47,6229.7642,Refrigerated,26-08-2021,08-09-2021,67,88.27,5914.09,Telangana,Online
272.09,35,Small,11-06-2019,7,Lassi,Mother Dairy,396.73,48.32,19169.9936,Refrigerated,30-05-2019,15-06-2019,340,51.48,17503.2,Chandigarh,Retail
845.44,49,Medium,24-01-2019,1,Milk,Raj,64.26,70.75,4546.395,Polythene Packet,04-12-2018,05-12-2018,30,70.83,2124.9,Karnataka,Retail
122.04,79,Large,25-06-2022,2,Butter,Parag Milk Foods,311.06,81.4,25320.284,Frozen,21-05-2022,29-06-2022,246,83.96,20654.16,Maharashtra,Retail
769.07,16,Medium,23-05-2020,9,Paneer,Amul,459.4,72.58,33343.252,Refrigerated,08-05-2020,19-05-2020,290,69.49,20152.1,Madhya Pradesh,Retail
964.9,41,Large,08-09-2019,8,Buttermilk,Sudha,92.53,12.11,1120.5383,Refrigerated,24-07-2019,03-08-2019,18,8.18,147.24,Chandigarh,Online
82.91,99,Large,11-07-2021,3,Cheese,Amul,912.24,59.71,54469.8504,Refrigerated,14-05-2021,27-06-2021,132,59.86,7901.52,Kerala,Online
600.78,88,Large,26-04-2022,9,Paneer,Mother Dairy,663.22,40.96,27165.4912,Refrigerated,19-03-2022,27-03-2022,208,38.9,8091.2,Uttar Pradesh,Retail
926.79,90,Large,16-02-2020,4,Yogurt,Palle2patnam,133.47,99.37,13262.9139,Frozen,07-01-2020,06-02-2020,51,102.33,5218.83,Karnataka,Retail
259.73,69,Medium,04-03-2022,8,Buttermilk,Mother Dairy,495.09,64.61,31987.7649,Refrigerated,06-01-2022,13-01-2022,148,67.14,9936.72,Jharkhand,Retail
415.6,15,Medium,12-10-2020,2,Butter,Warana,941.71,40.15,37809.6565,Frozen,09-09-2020,16-10-2020,342,39.22,13413.24,Uttar Pradesh,Retail
190.86,30,Medium,21-06-2019,6,Curd,Raj,20.58,54.69,1125.5202,Refrigerated,23-05-2019,28-05-2019,7,57.01,399.07,Maharashtra,Wholesale
193.5,65,Medium,13-11-2019,3,Cheese,Passion Cheese,244.39,84.78,20719.3842,Refrigerated,21-09-2019,22-10-2019,99,79.93,7913.07,Karnataka,Retail
151.25,68,Large,22-09-2019,2,Butter,Parag Milk Foods,28.42,33.16,942.4072,Frozen,10-09-2019,17-10-2019,25,31.11,777.75,Chandigarh,Online
291.82,77,Medium,24-10-2021,10,Ghee,Mother Dairy,456.46,57.42,26209.9332,Ambient,19-10-2021,24-02-2022,89,55.82,4967.98,Karnataka,Online
818.78,44,Large,25-06-2022,5,Ice Cream,Palle2patnam,818.48,86.39,70708.4872,Frozen,26-05-2022,19-06-2022,588,87.05,51185.4,Jharkhand,Retail
956.18,98,Small,18-02-2019,3,Cheese,Britannia Industries,559.12,61.11,34167.8232,Frozen,24-01-2019,04-04-2019,366,61.17,22388.22,Madhya Pradesh,Retail
352.87,49,Medium,22-02-2021,6,Curd,Raj,734.1,56.93,41792.313,Refrigerated,09-01-2021,15-01-2021,359,53.77,19303.43,Rajasthan,Retail
58.59,82,Small,01-01-2019,7,Lassi,Amul,963.16,89.01,85730.8716,Refrigerated,31-12-2018,13-01-2019,429,92.35,39618.15,Rajasthan,Online
642.08,74,Medium,15-08-2022,1,Milk,Sudha,989.42,12.43,12298.4906,Tetra Pack,23-07-2022,18-08-2022,940,8.07,7585.8,Delhi,Online
811.28,31,Large,10-11-2020,5,Ice Cream,Dodla Dairy,458.7,48.94,22448.778,Frozen,16-09-2020,12-10-2020,117,44.1,5159.7,Uttar Pradesh,Online
94.52,35,Large,11-01-2019,3,Cheese,Amul,447.35,34.7,15523.045,Refrigerated,04-12-2018,04-02-2019,125,32.71,4088.75,Delhi,Online
449.66,68,Large,20-05-2022,5,Ice Cream,Mother Dairy,127.43,49.39,6293.7677,Frozen,18-04-2022,09-05-2022,71,49.29,3499.59,Delhi,Online
754.01,63,Large,14-04-2020,2,Butter,Parag Milk Foods,307.29,69.69,21415.0401,Refrigerated,31-03-2020,29-04-2020,286,74.23,21229.78,Haryana,Retail
488.96,11,Medium,16-09-2019,1,Milk,Raj,987.13,74.09,73136.4617,Tetra Pack,25-07-2019,21-08-2019,860,71.08,61128.8,Bihar,Retail
658.13,55,Medium,05-09-2020,7,Lassi,Mother Dairy,198.42,25.71,5101.3782,Refrigerated,11-07-2020,26-07-2020,86,26.57,2285.02,Madhya Pradesh,Online
325.27,92,Small,13-05-2020,3,Cheese,Amul,360.65,47.81,17242.6765,Frozen,18-04-2020,03-07-2020,86,51.3,4411.8,Karnataka,Wholesale
697.13,29,Medium,22-09-2020,5,Ice Cream,Mother Dairy,37.01,50.17,1856.7917,Frozen,14-09-2020,14-10-2020,27,49.17,1327.59,Haryana,Retail
275.93,53,Large,01-07-2022,6,Curd,Amul,956.43,19.04,18210.4272,Refrigerated,02-05-2022,08-05-2022,419,20.77,8702.63,Karnataka,Retail
509.11,58,Medium,17-03-2019,4,Yogurt,Dodla Dairy,105.23,59.73,6285.3879,Refrigerated,23-01-2019,22-02-2019,50,60.32,3016,Telangana,Retail
809.14,73,Medium,18-03-2019,8,Buttermilk,Sudha,205.21,90.57,18585.8697,Refrigerated,08-02-2019,17-02-2019,115,93.05,10700.75,Delhi,Online
441.43,96,Small,21-04-2020,5,Ice Cream,Mother Dairy,499.13,18.67,9318.7571,Frozen,19-04-2020,17-05-2020,240,16.92,4060.8,Madhya Pradesh,Retail
525.1,84,Small,01-12-2021,5,Ice Cream,Dodla Dairy,869.86,94,81766.84,Frozen,12-10-2021,10-11-2021,91,92.81,8445.71,Kerala,Wholesale
495.58,52,Medium,24-11-2021,3,Cheese,Amul,657.74,78.15,51402.381,Refrigerated,11-10-2021,12-12-2021,88,83.14,7316.32,Tamil Nadu,Retail
333.17,68,Large,07-07-2020,4,Yogurt,Amul,378.91,21.1,7995.001,Frozen,27-06-2020,26-07-2020,297,22.96,6819.12,Delhi,Retail
723.08,82,Large,23-10-2022,9,Paneer,Amul,212.4,13.69,2907.756,Refrigerated,30-08-2022,13-09-2022,139,14.54,2021.06,Delhi,Retail
708.94,93,Medium,23-06-2019,7,Lassi,Mother Dairy,136.03,73.06,9938.3518,Refrigerated,18-05-2019,05-06-2019,25,74.06,1851.5,Karnataka,Wholesale
544.21,14,Medium,15-03-2021,5,Ice Cream,Palle2patnam,704,95.38,67147.52,Frozen,16-02-2021,15-03-2021,386,98.03,37839.58,Bihar,Online
474.74,99,Small,18-09-2020,9,Paneer,Mother Dairy,121.94,73.13,8917.4722,Refrigerated,03-09-2020,16-09-2020,13,73.22,951.86,Chandigarh,Online
23.73,47,Large,03-01-2019,8,Buttermilk,Raj,448.57,91.3,40954.441,Refrigerated,26-11-2018,07-12-2018,342,93.05,31823.1,Karnataka,Wholesale
780.15,44,Small,21-08-2021,10,Ghee,Mother Dairy,127.41,93.33,11891.1753,Ambient,04-07-2021,26-09-2021,32,96.34,3082.88,Chandigarh,Wholesale
903.78,22,Medium,25-03-2020,7,Lassi,Amul,930.98,53.39,49705.0222,Refrigerated,07-02-2020,24-02-2020,201,49.82,10013.82,Uttar Pradesh,Retail
926,15,Large,19-03-2021,5,Ice Cream,Amul,322.8,25.46,8218.488,Frozen,26-01-2021,19-02-2021,16,20.59,329.44,Gujarat,Online
399.44,22,Medium,14-07-2019,4,Yogurt,Mother Dairy,938.31,45.82,42993.3642,Refrigerated,03-06-2019,24-06-2019,893,48.66,43453.38,Delhi,Retail
330.87,92,Medium,24-05-2022,9,Paneer,Raj,809.62,47.46,38424.5652,Refrigerated,20-04-2022,28-04-2022,327,44.8,14649.6,Uttar Pradesh,Wholesale
127.46,33,Large,04-11-2021,7,Lassi,Amul,784.78,39.97,31367.6566,Refrigerated,19-09-2021,07-10-2021,650,44.94,29211,Tamil Nadu,Retail
999.18,50,Large,14-02-2022,3,Cheese,Amul,801.44,29.44,23594.3936,Frozen,30-12-2021,16-02-2022,17,24.98,424.66,Madhya Pradesh,Retail
743.95,93,Medium,11-03-2021,5,Ice Cream,Dodla Dairy,334.02,41.27,13785.0054,Frozen,17-02-2021,10-03-2021,122,37.96,4631.12,Delhi,Online
173.78,79,Large,24-09-2020,10,Ghee,Amul,455.34,42.16,19197.1344,Ambient,31-07-2020,16-11-2020,298,44.57,13281.86,Kerala,Retail
710.28,57,Small,26-07-2020,2,Butter,Warana,392.01,19.57,7671.6357,Frozen,17-06-2020,24-07-2020,35,19.27,674.45,Rajasthan,Online
593.34,63,Small,26-05-2020,6,Curd,Mother Dairy,838.68,25.58,21453.4344,Refrigerated,24-05-2020,30-05-2020,625,24.75,15468.75,Gujarat,Wholesale
88.97,25,Small,22-12-2021,7,Lassi,Amul,724.92,62.12,45032.0304,Refrigerated,01-12-2021,13-12-2021,537,61.72,33143.64,Telangana,Online
178.54,25,Medium,13-01-2022,3,Cheese,Britannia Industries,864.34,78.95,68239.643,Frozen,23-12-2021,13-02-2022,609,76.6,46649.4,Gujarat,Online
657.8,46,Small,21-08-2020,2,Butter,Mother Dairy,513.3,53.23,27322.959,Frozen,24-06-2020,21-07-2020,351,52.43,18402.93,Chandigarh,Online
316.18,29,Small,24-10-2022,4,Yogurt,Amul,299.19,84.77,25362.3363,Frozen,03-10-2022,29-10-2022,267,80.1,21386.7,Gujarat,Online
504.58,78,Large,23-11-2022,6,Curd,Amul,534.42,82.57,44127.0594,Refrigerated,11-10-2022,18-10-2022,76,77.84,5915.84,Delhi,Retail
426.39,26,Large,11-07-2020,7,Lassi,Amul,473.65,80.8,38270.92,Refrigerated,13-05-2020,26-05-2020,232,76.09,17652.88,Delhi,Online
713.4,89,Large,17-12-2019,2,Butter,Parag Milk Foods,597.46,67.44,40292.7024,Refrigerated,12-12-2019,19-01-2020,158,65.56,10358.48,Chandigarh,Retail
608.73,80,Small,27-05-2020,3,Cheese,Dynamix Dairies,210.83,86.06,18144.0298,Frozen,02-05-2020,29-07-2020,82,89.73,7357.86,Tamil Nadu,Wholesale
788.25,36,Medium,01-10-2022,2,Butter,Parag Milk Foods,523.82,79.45,41617.499,Refrigerated,10-09-2022,07-10-2022,53,75.91,4023.23,Telangana,Online
136.84,43,Small,06-06-2021,10,Ghee,Mother Dairy,624.3,20.61,12866.823,Ambient,14-04-2021,01-07-2021,373,19.6,7310.8,Karnataka,Wholesale
549.05,78,Medium,14-11-2019,7,Lassi,Mother Dairy,659.08,12.12,7988.0496,Refrigerated,27-10-2019,14-11-2019,527,8.54,4500.58,Haryana,Online
538.75,77,Large,12-06-2019,6,Curd,Raj,641.52,30.72,19707.4944,Refrigerated,03-06-2019,09-06-2019,311,27.78,8639.58,Rajasthan,Online
65.98,53,Medium,18-07-2020,9,Paneer,Mother Dairy,832.72,33.17,27621.3224,Refrigerated,06-07-2020,19-07-2020,237,35.6,8437.2,Rajasthan,Wholesale
546.65,58,Large,08-11-2019,3,Cheese,Dynamix Dairies,679.98,87.91,59777.0418,Frozen,22-10-2019,10-12-2019,642,91.65,58839.3,Bihar,Online
430.75,90,Medium,20-01-2019,5,Ice Cream,Palle2patnam,317.45,42.39,13456.7055,Frozen,02-01-2019,31-01-2019,59,43.22,2549.98,Bihar,Retail
614.24,24,Small,25-03-2019,7,Lassi,Raj,283.62,73.92,20965.1904,Refrigerated,05-03-2019,19-03-2019,184,69.47,12782.48,Gujarat,Wholesale
846.66,69,Small,26-10-2021,7,Lassi,Raj,303.51,16.2,4916.862,Refrigerated,17-09-2021,29-09-2021,253,19.65,4971.45,Uttar Pradesh,Online
287.57,15,Large,12-10-2021,8,Buttermilk,Mother Dairy,933.22,26.05,24310.381,Refrigerated,20-08-2021,30-08-2021,746,30.36,22648.56,Chandigarh,Wholesale
472.22,63,Small,23-06-2022,1,Milk,Amul,564.5,42.54,24013.83,Polythene Packet,22-05-2022,23-05-2022,74,44.47,3290.78,Kerala,Wholesale
338.27,87,Medium,12-12-2019,7,Lassi,Mother Dairy,667.54,18.31,12222.6574,Refrigerated,07-11-2019,21-11-2019,377,15.81,5960.37,Chandigarh,Retail
232.45,52,Small,12-06-2020,1,Milk,Mother Dairy,810.55,41.34,33508.137,Tetra Pack,07-05-2020,04-06-2020,579,44.43,25724.97,Chandigarh,Wholesale
873.82,59,Large,11-08-2021,3,Cheese,Amul,967.15,22.73,21983.3195,Frozen,28-06-2021,30-07-2021,265,18.38,4870.7,Kerala,Retail
589.36,65,Medium,15-08-2022,7,Lassi,Mother Dairy,9.02,14.3,128.986,Refrigerated,09-08-2022,25-08-2022,2,12.05,24.1,Bihar,Wholesale
593.36,89,Large,27-01-2022,6,Curd,Raj,169.73,13.91,2360.9443,Refrigerated,01-01-2022,06-01-2022,33,10.46,345.18,Madhya Pradesh,Online
214.39,75,Large,27-09-2019,1,Milk,Amul,577.13,88.49,51070.2337,Polythene Packet,30-08-2019,31-08-2019,540,89.36,48254.4,Rajasthan,Online
773.84,70,Large,27-08-2022,9,Paneer,Raj,26.33,60.63,1596.3879,Refrigerated,05-07-2022,13-07-2022,8,58.45,467.6,Rajasthan,Retail
454.41,74,Small,12-02-2022,4,Yogurt,Dodla Dairy,483.64,37.66,18213.8824,Refrigerated,09-02-2022,06-03-2022,368,35.85,13192.8,Rajasthan,Retail
991.86,27,Large,11-10-2022,9,Paneer,Amul,184.64,83.67,15448.8288,Refrigerated,30-09-2022,10-10-2022,77,84.81,6530.37,Kerala,Online
619.6,89,Medium,16-03-2019,3,Cheese,Amul,956.89,54.59,52236.6251,Refrigerated,21-02-2019,13-04-2019,107,51.93,5556.51,Bihar,Retail
761.08,34,Small,13-04-2021,3,Cheese,Dynamix Dairies,416.97,81.41,33945.5277,Refrigerated,19-02-2021,02-05-2021,18,80.98,1457.64,Kerala,Wholesale
345.33,64,Large,21-12-2019,9,Paneer,Amul,411.32,22.54,9271.1528,Refrigerated,03-12-2019,10-12-2019,211,25.02,5279.22,Maharashtra,Wholesale
602.91,54,Large,14-12-2019,7,Lassi,Mother Dairy,33.31,52.35,1743.7785,Refrigerated,28-10-2019,12-11-2019,1,53.55,53.55,Chandigarh,Retail
951.39,34,Small,25-11-2021,10,Ghee,Raj,73.92,34.31,2536.1952,Ambient,22-11-2021,15-04-2022,36,29.7,1069.2,Karnataka,Retail
732.95,93,Large,14-11-2021,4,Yogurt,Mother Dairy,721.88,74.32,53650.1216,Frozen,05-10-2021,01-11-2021,113,72.72,8217.36,Chandigarh,Wholesale
128.26,82,Medium,21-10-2021,2,Butter,Amul,635,66.49,42221.15,Refrigerated,22-09-2021,01-11-2021,394,61.71,24313.74,Haryana,Online
588.7,100,Large,25-07-2022,9,Paneer,Sudha,214.56,49.01,10515.5856,Refrigerated,21-06-2022,05-07-2022,52,53.43,2778.36,Rajasthan,Retail
543.16,96,Small,23-08-2022,2,Butter,Amul,920.05,47.7,43886.385,Refrigerated,16-07-2022,20-08-2022,541,47.63,25767.83,Chandigarh,Retail
645.53,81,Large,20-10-2021,6,Curd,Sudha,426.18,11.85,5050.233,Refrigerated,22-09-2021,29-09-2021,418,16.44,6871.92,Kerala,Wholesale
983.65,31,Small,18-01-2021,8,Buttermilk,Raj,544.85,55.46,30217.381,Refrigerated,28-12-2020,09-01-2021,8,50.55,404.4,Uttar Pradesh,Retail
963.59,84,Medium,13-01-2020,5,Ice Cream,Palle2patnam,108.13,33.35,3606.1355,Frozen,01-12-2019,23-12-2019,43,36.2,1556.6,Gujarat,Wholesale
792.1,13,Small,08-02-2022,5,Ice Cream,Amul,721.09,88.25,63636.1925,Frozen,30-01-2022,23-02-2022,448,87.13,39034.24,Uttar Pradesh,Retail
445.09,28,Medium,05-08-2022,1,Milk,Raj,450.92,37.89,17085.3588,Polythene Packet,02-08-2022,03-08-2022,420,39.54,16606.8,Haryana,Wholesale
131.01,14,Small,05-05-2022,3,Cheese,Passion Cheese,117.18,89.38,10473.5484,Refrigerated,26-04-2022,21-07-2022,38,89.46,3399.48,Tamil Nadu,Wholesale
299.44,36,Small,21-06-2022,7,Lassi,Amul,554.62,25.81,14314.7422,Refrigerated,12-06-2022,27-06-2022,225,25.78,5800.5,Maharashtra,Wholesale
590.15,35,Medium,13-09-2019,8,Buttermilk,Raj,816.57,96.5,78799.005,Refrigerated,18-08-2019,01-09-2019,467,95.15,44435.05,Tamil Nadu,Online
877.22,64,Medium,10-08-2020,10,Ghee,Amul,369.28,72.8,26883.584,Ambient,07-08-2020,14-12-2020,355,68.68,24381.4,Tamil Nadu,Online
50.65,64,Medium,08-06-2020,10,Ghee,Raj,769.7,47.84,36822.448,Ambient,08-05-2020,17-08-2020,423,48.77,20629.71,Chandigarh,Retail
853.47,28,Large,14-10-2022,2,Butter,Mother Dairy,804.87,60.91,49024.6317,Refrigerated,02-10-2022,08-11-2022,62,61.67,3823.54,Delhi,Retail
593.99,60,Medium,22-01-2021,3,Cheese,Amul,427.74,47.56,20343.3144,Refrigerated,19-12-2020,11-02-2021,99,44.65,4420.35,Delhi,Online
188.53,43,Large,08-07-2022,5,Ice Cream,Dodla Dairy,822.84,36.01,29630.4684,Frozen,29-05-2022,22-06-2022,275,35.4,9735,Bihar,Retail
610.19,97,Small,07-08-2019,5,Ice Cream,Amul,870.63,41.7,36305.271,Frozen,06-08-2019,05-09-2019,854,45.14,38549.56,Rajasthan,Online
667.43,61,Small,07-03-2022,6,Curd,Sudha,709.93,15.18,10776.7374,Refrigerated,02-03-2022,09-03-2022,547,17.87,9774.89,Madhya Pradesh,Wholesale
423.66,94,Medium,07-08-2022,4,Yogurt,Amul,154.52,77.9,12037.108,Frozen,06-07-2022,31-07-2022,78,79.42,6194.76,Telangana,Wholesale
300.97,25,Large,15-12-2019,2,Butter,Parag Milk Foods,361.95,11.46,4147.947,Frozen,12-11-2019,09-12-2019,339,11.68,3959.52,Bihar,Retail
80.51,39,Large,04-08-2021,9,Paneer,Raj,653.24,69.57,45445.9068,Refrigerated,24-07-2021,01-08-2021,42,65.84,2765.28,Chandigarh,Online
667.92,28,Small,09-09-2020,4,Yogurt,Amul,250.27,13.24,3313.5748,Refrigerated,31-07-2020,28-08-2020,155,10.97,1700.35,Maharashtra,Retail
99.5,34,Small,21-06-2021,6,Curd,Amul,840.73,32.9,27660.017,Refrigerated,13-05-2021,20-05-2021,409,36.53,14940.77,Delhi,Online
250.55,63,Large,13-07-2019,5,Ice Cream,Amul,276.6,76.3,21104.58,Frozen,01-07-2019,23-07-2019,178,76.29,13579.62,Uttar Pradesh,Retail
188.62,70,Small,15-02-2019,10,Ghee,Mother Dairy,66.15,31.71,2097.6165,Ambient,30-12-2018,17-04-2019,43,36.25,1558.75,Delhi,Retail
517.95,33,Small,24-06-2020,7,Lassi,Raj,858.82,87.33,75000.7506,Refrigerated,03-06-2020,15-06-2020,818,91.62,74945.16,Chandigarh,Online
409.28,94,Small,11-06-2020,5,Ice Cream,Amul,266.25,77.62,20666.325,Frozen,02-06-2020,01-07-2020,186,75.61,14063.46,Bihar,Online
581.67,69,Medium,21-08-2019,3,Cheese,Passion Cheese,137.74,80.81,11130.7694,Refrigerated,11-08-2019,29-09-2019,15,81.51,1222.65,Jharkhand,Wholesale
472.69,62,Small,21-11-2022,10,Ghee,Mother Dairy,588.84,37.57,22122.7188,Ambient,25-09-2022,18-01-2023,244,33.67,8215.48,Bihar,Retail
501.86,61,Medium,19-12-2020,6,Curd,Amul,544.08,23.79,12943.6632,Refrigerated,25-11-2020,02-12-2020,509,22.21,11304.89,Rajasthan,Online
220.86,55,Small,20-04-2020,9,Paneer,Amul,891.84,41.33,36859.7472,Refrigerated,16-04-2020,27-04-2020,753,39.07,29419.71,Gujarat,Wholesale
614.7,89,Large,23-08-2022,2,Butter,Parag Milk Foods,749.78,23.27,17447.3806,Refrigerated,13-08-2022,08-09-2022,221,23.94,5290.74,Madhya Pradesh,Online
97.05,18,Large,27-01-2022,6,Curd,Sudha,612.53,30.53,18700.5409,Refrigerated,26-01-2022,31-01-2022,232,32.18,7465.76,Haryana,Wholesale
419.78,28,Large,09-07-2022,9,Paneer,Raj,573.62,48.58,27866.4596,Refrigerated,31-05-2022,13-06-2022,565,52.52,29673.8,Gujarat,Retail
62.98,23,Large,10-10-2019,4,Yogurt,Mother Dairy,539.6,62.49,33719.604,Frozen,26-08-2019,23-09-2019,225,66.78,15025.5,Maharashtra,Online
436.54,43,Medium,01-01-2022,8,Buttermilk,Mother Dairy,909,58.44,53121.96,Refrigerated,30-11-2021,12-12-2021,412,62.05,25564.6,Madhya Pradesh,Retail
481.11,36,Small,13-02-2021,7,Lassi,Sudha,374.06,63.24,23655.5544,Refrigerated,28-12-2020,15-01-2021,319,58.71,18728.49,Haryana,Online
358.81,69,Large,17-02-2022,6,Curd,Raj,203.66,11.33,2307.4678,Refrigerated,08-02-2022,14-02-2022,106,10.61,1124.66,Kerala,Online
484,18,Large,11-09-2022,7,Lassi,Amul,866.75,98.48,85357.54,Refrigerated,23-07-2022,10-08-2022,575,97.52,56074,Bihar,Online
655.64,39,Small,12-11-2022,5,Ice Cream,Palle2patnam,579.63,41.04,23788.0152,Frozen,24-10-2022,20-11-2022,279,41.78,11656.62,Karnataka,Retail
962.82,76,Large,01-05-2022,4,Yogurt,Palle2patnam,644.26,28.47,18342.0822,Frozen,16-03-2022,13-04-2022,4,27.9,111.6,Chandigarh,Retail
127.2,78,Large,21-07-2021,1,Milk,Mother Dairy,203.78,30.14,6141.9292,Polythene Packet,06-06-2021,07-06-2021,84,30.48,2560.32,Karnataka,Online
346.49,41,Small,01-09-2019,5,Ice Cream,Mother Dairy,189.67,10.68,2025.6756,Frozen,10-08-2019,05-09-2019,104,15.25,1586,Madhya Pradesh,Online
77.73,13,Large,01-07-2022,9,Paneer,Sudha,715.65,86.3,61760.595,Refrigerated,13-05-2022,27-05-2022,81,82.49,6681.69,Chandigarh,Retail
653.94,27,Medium,22-11-2020,2,Butter,Parag Milk Foods,775.62,15.51,12029.8662,Frozen,22-10-2020,25-11-2020,524,20.25,10611,Karnataka,Wholesale
965.66,59,Medium,08-12-2022,6,Curd,Mother Dairy,486.04,11.37,5526.2748,Refrigerated,28-10-2022,02-11-2022,440,7.11,3128.4,Chandigarh,Retail
923.6,33,Medium,16-04-2022,6,Curd,Mother Dairy,573.8,83.22,47751.636,Refrigerated,10-04-2022,15-04-2022,299,86.17,25764.83,Haryana,Retail
664.01,88,Small,11-02-2019,5,Ice Cream,Mother Dairy,962.02,29.79,28658.5758,Frozen,03-01-2019,25-01-2019,930,25.09,23333.7,Delhi,Online
239.11,93,Medium,10-10-2019,9,Paneer,Sudha,295.2,34.39,10151.928,Refrigerated,28-08-2019,09-09-2019,195,34.03,6635.85,Maharashtra,Wholesale
602.52,59,Large,21-04-2019,8,Buttermilk,Mother Dairy,15.84,63.12,999.8208,Refrigerated,25-03-2019,08-04-2019,8,66.1,528.8,Uttar Pradesh,Retail
409.5,92,Medium,04-04-2020,9,Paneer,Sudha,159.69,71.53,11422.6257,Refrigerated,19-03-2020,28-03-2020,30,68.13,2043.9,Delhi,Wholesale
252.09,57,Medium,17-11-2021,9,Paneer,Mother Dairy,136.17,13.7,1865.529,Refrigerated,04-10-2021,12-10-2021,59,16.38,966.42,Maharashtra,Online
471.96,83,Small,07-02-2021,7,Lassi,Sudha,612.88,38.67,23700.0696,Refrigerated,16-01-2021,01-02-2021,573,40.95,23464.35,Chandigarh,Online
915.99,35,Small,06-07-2019,5,Ice Cream,Mother Dairy,839.26,63.44,53242.6544,Frozen,21-06-2019,18-07-2019,749,62.65,46924.85,Karnataka,Retail
350.21,54,Small,25-07-2020,6,Curd,Sudha,317.23,44.38,14078.6674,Refrigerated,04-06-2020,09-06-2020,116,42.78,4962.48,Maharashtra,Online
867.87,28,Large,20-03-2020,6,Curd,Raj,471.07,43.05,20279.5635,Refrigerated,02-02-2020,07-02-2020,261,39.73,10369.53,Kerala,Online
246.31,40,Medium,21-02-2020,8,Buttermilk,Mother Dairy,165.35,74.99,12399.5965,Refrigerated,19-02-2020,27-02-2020,161,70.08,11282.88,Rajasthan,Retail
551.53,73,Medium,10-04-2022,2,Butter,Amul,630.7,97.42,61442.794,Frozen,29-03-2022,27-04-2022,98,95.66,9374.68,Delhi,Online
712.45,30,Medium,18-12-2022,3,Cheese,Amul,488.64,50.09,24475.9776,Frozen,04-11-2022,30-12-2022,394,49.84,19636.96,Gujarat,Online
630.81,36,Medium,22-07-2022,1,Milk,Sudha,58.41,18.98,1108.6218,Polythene Packet,12-07-2022,14-07-2022,4,22.22,88.88,Maharashtra,Online
127.44,26,Medium,04-08-2020,1,Milk,Amul,26.91,70.64,1900.9224,Tetra Pack,08-06-2020,06-07-2020,4,69.84,279.36,Chandigarh,Online
407.17,13,Large,06-07-2021,1,Milk,Raj,480.97,44.41,21359.8777,Tetra Pack,15-05-2021,07-06-2021,7,44.03,308.21,Tamil Nadu,Wholesale
87.48,45,Large,09-05-2022,9,Paneer,Amul,809.09,80.19,64880.9271,Refrigerated,30-04-2022,12-05-2022,18,79.74,1435.32,West Bengal,Wholesale
34.2,51,Small,14-08-2022,3,Cheese,Dynamix Dairies,930.93,77.71,72342.5703,Refrigerated,17-07-2022,19-08-2022,807,78.62,63446.34,West Bengal,Online
760.04,98,Small,07-01-2019,7,Lassi,Mother Dairy,786.8,23.26,18300.968,Refrigerated,28-12-2018,13-01-2019,122,22.17,2704.74,Rajasthan,Wholesale
452.09,79,Large,04-05-2020,4,Yogurt,Mother Dairy,10.48,18.45,193.356,Refrigerated,22-04-2020,15-05-2020,9,22.42,201.78,Delhi,Online
281.22,60,Large,17-10-2021,5,Ice Cream,Amul,83.33,89.57,7463.8681,Frozen,15-09-2021,13-10-2021,45,93.63,4213.35,Delhi,Online
439.55,53,Medium,13-06-2019,4,Yogurt,Amul,869.7,25.42,22107.774,Frozen,25-04-2019,21-05-2019,495,22.22,10998.9,Bihar,Wholesale
748.69,44,Small,27-11-2020,8,Buttermilk,Sudha,40.95,15.39,630.2205,Refrigerated,13-11-2020,26-11-2020,40,18.21,728.4,Delhi,Online
83.04,25,Medium,22-09-2019,6,Curd,Raj,568.38,23.49,13351.2462,Refrigerated,29-07-2019,04-08-2019,193,23.69,4572.17,Tamil Nadu,Online
199.94,99,Medium,05-10-2022,7,Lassi,Raj,53.95,91.47,4934.8065,Refrigerated,27-08-2022,10-09-2022,39,96.01,3744.39,Gujarat,Wholesale
198.5,59,Small,11-04-2022,2,Butter,Warana,269.26,37.99,10229.1874,Frozen,01-03-2022,29-03-2022,239,33.71,8056.69,Haryana,Retail
755.17,49,Large,01-08-2019,10,Ghee,Amul,274.41,76.22,20915.5302,Ambient,31-07-2019,26-10-2019,229,77.55,17758.95,Karnataka,Online
